ASSESSMENT,RECORD_ID,STREAM_LAK,STREAM_NAM,LAKE_NAME,BEACH_NAME,LLID_STREA,LLID_STR_1,LLID_LAKE,EPA_BEACH_,SEGMENT_ID,HUC_4TH_CO,HUC_4TH_NA,HUC_3RD_NA,MILES,RM1,RM2,SEGMENT_MI,POLLUTANT,POLLUTANT_,SEASON,SEASON_ID,ASSESSME_1,ASSESSME_2,ACTION,ACTION_ID,NUMERIC_CR,AFFECTED_U,LISTING_ST,STATUS_ID,PREVIOUS_S,PREVIOUS_A,LISTING_YE,TMDL_INFO,CRITERIA,COMMENTS,SUMMARY,Shape_Leng,PlanName
25934,9361,North Fork Deep Creek,North Fork Deep Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1403,17090011,Clackamas,Willamette,0 to 9,0,9,9,E. Coli,2,Summer,1,2010,10/29/2010,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,NA,"Previous Data: 
Clackamas county data. Site 401 RM 5: 5/8 samples > 406.",47252.75498,Clackamas
25935,9362,Tickle Creek,Tickle Creek,NA,NA,1.22E+12,1.22E+12,0,NA,3176,17090011,Clackamas,Willamette,0 to 2.3,0,2.3,2.3,E. Coli,2,Summer,1,2010,10/29/2010,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,NA,"Previous Data: 
Clackamas County data. Site 503 RM 1: 3/8 samples > 406.",11991.86096,Clackamas
25936,9365,Deep Creek,Deep Creek,NA,NA,1.22E+12,1.22E+12,0,NA,3179,17090011,Clackamas,Willamette,1.9 to 14.1,1.9,14.1,12.2,E. Coli,2,Summer,1,2010,10/29/2010,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,NA,"Previous Data: 
Clackamas county data. Site 502 RM 6.7: 3/8 samples > 406.",63452.0952,Clackamas
25933,9357,Bargfeld Creek,Bargfeld Creek,NA,NA,1.22E+12,1.22E+12,0,NA,3175,17090011,Clackamas,Willamette,0 to 2.3,0,2.3,2.3,E. Coli,2,Summer,1,2010,10/29/2010,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,NA,"Previous Data: 
Clackamas county data. Site 104 RM 0.1: 5/8 samples > 406.",11999.32067,Clackamas
17495,435,Crooked River,Crooked River,NA,NA,1.21E+12,1.21E+12,0,NA,1139,17070305,Lower Crooked,Deschutes,0 to 51,0,51,51,pH,10,Summer,1,2004,1/30/2006,No action,21,16,Resident fish and aquatic life; Anadromous fish passage; Salmonid fish rearing; Water contact recreation; Salmonid fish spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: No status change,Previous Assessment Year: 2004,NA,pH 6.5 to 8.5,NA,"Previous Data:  [DEQ] LASAR 16997 River Mile 47.3: From 7/29/1998 to 7/29/1998, 1 out of 1 samples (100%) outside pH criteria range 6.5 to 8.5.
[DEQ] LASAR 12893 River Mile 46: From 9/8/1997 to 9/22/1997, 2 out of 2 samples (100%) outside pH criteria ra",267408.0911,Crooked River
17494,434,Crooked River,Crooked River,NA,NA,1.21E+12,1.21E+12,0,NA,1141,17070304,Upper Crooked,Deschutes,82.6 to 109.2,82.6,109.2,26.6,pH,10,FallWinterSpring,2,2004,1/30/2006,No action,21,16,Water contact recreation; Salmonid fish spawning; Anadromous fish passage; Resident fish and aquatic life; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: No status change,Previous Assessment Year: 2004,NA,pH 6.5 to 8.5,NA,"Previous Data:  [DEQ/ODA - Salem] LASAR 11477 River Mile 89.4: From 1/10/1994 to 11/17/2003, 10 out of 44 samples (23%) outside pH criteria range 6.5 to 8.5.

Previous Data: 
DEQ Data (Site 404156; RM 105): 21% (4 of 19) FWS values exceeded standard (",138968.7615,Crooked River
28071,24464,Crooked River,Crooked River,NA,NA,1.21E+12,1.21E+12,0,NA,11830,17070304; 17070305,Upper Crooked; Lower Crooked,Deschutes,0 to 124.4,0,124.4,124.4,Dissolved Oxygen,6,Year Round (Non-spawning),71,2010,1/29/2013,No action,21,8,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,NA,Cool water: Not less than 6.5 mg/l,NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Seven exceedences of the cool water aquatic life criterion  out of 50 days of sampling between7/26/99 and 11/1/10 at LASAR station 11477, Crooked River at Conant Basin Road;  3 exceedences in five days",650690.4332,Crooked River
277,179,Lookout Creek,Lookout Creek,NA,NA,1.20E+12,1.20E+12,0,NA,3136,17070304,Upper Crooked,Deschutes,0 to 1.5,0,1.5,1.5,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Segment modification,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,Previous Data:  USFS Data (2 Sites: Data shown for site at National Forest boundary):  7 day average of daily maximums of 75.2/73.4 with 94/60 days (based on running average) exceeding standard (64) in 1994/1995 respectively.  Data available for 91 and 9,7860.13241,Crooked River
17496,603,Crooked River,Crooked River,NA,NA,1.21E+12,1.21E+12,0,NA,1141,17070304,Upper Crooked,Deschutes,82.6 to 109.2,82.6,109.2,26.6,pH,10,Summer,1,2004,1/30/2006,No action,21,16,Water contact recreation; Resident fish and aquatic life; Anadromous fish passage; Salmonid fish spawning; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: No status change,Previous Assessment Year: 2004,NA,pH 6.5 to 8.5,NA,"Previous Data:  [DEQ/ODA - Salem] LASAR 11477 River Mile 89.4: From 7/18/1994 to 9/22/2003, 9 out of 20 samples (45%) outside pH criteria range 6.5 to 8.5.

Previous Data: 
DEQ Data (Site 404156; RM 105): 59% (13 of 22) Summer values exceeded standard",138968.7615,Crooked River
17493,604,Crooked River,Crooked River,NA,NA,1.21E+12,1.21E+12,0,NA,1139,17070305,Lower Crooked,Deschutes,0 to 51,0,51,51,pH,10,FallWinterSpring,2,2004,1/30/2006,No action,21,16,Salmonid fish rearing; Water contact recreation; Salmonid fish spawning; Resident fish and aquatic life; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: No status change,Previous Assessment Year: 2004,NA,pH 6.5 to 8.5,NA,"Previous Data:  [DEQ/ODA - Salem] LASAR 10517 River Mile 29.6: From 1/10/1994 to 11/17/2003, 12 out of 44 samples (27%) outside pH criteria range 6.5 to 8.5.

Previous Data: 
DEQ Data (2 Sites: 402187 and 404084; RM 29.9 and 47.9): 8% (2 of 24) and 42",267408.0911,Crooked River
28054,14697,McKay Creek,McKay Creek,NA,NA,1.21E+12,1.21E+12,0,NA,8335,17070305,Lower Crooked,Deschutes,0 to 19.5,0,19.5,19.5,pH,10,Summer,1,2010,1/29/2013,No action,21,16,Water contact recreation; Resident fish and aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,NA,pH 6.5 to 8.5,NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Two out of 8 samples (25%) collected at Lasar station 32473 from 7/13/05 to 8/23/05 were outside the applicable criteria.

Previous Data:
[DEQ] LASAR 17001 River Mile 17.1: From 9/14/1998 to 9/14/199",102063.6546,Crooked River
28053,24451,McKay Creek,McKay Creek,NA,NA,1.21E+12,1.21E+12,0,NA,1029,17070305,Lower Crooked,Deschutes,0 to 14.7,0,14.7,14.7,E. Coli,2,Summer,1,2010,1/29/2013,No action,21,1,Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,NA,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Exceedence of the geometric mean criteria between 8/1/05 and 8/31/05 and two exceedences of the 406 maximum criteria out of 9 days of sampling at LASAR station 32473, McKay Creek at Hwy 26, between 7/1",76968.58429,Crooked River
281,183,Peterson Creek,Peterson Creek,NA,NA,1.20E+12,1.20E+12,0,NA,868,17070304,Upper Crooked,Deschutes,0 to 10.7,0,10.7,10.7,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (3 Sites: Data shown for site at National Forest boundary): 7 day average of daily maximums of 75.8/74.7 with 66/73 days (based on running average) exceeding standard (64) in 1994/1995.  Data also available in 1991 - 1993 (USFS,",55821.77955,Crooked River
276,178,Klootchman Creek,Klootchman Creek,NA,NA,1.20E+12,1.20E+12,0,NA,946,17070304,Upper Crooked,Deschutes,1 to 5.3,1,5.3,4.3,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Segment modification,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,Previous Data:  USFS Data (2 Sites: Data shown for National Forest boundary): 7 day average of daily maximums of 82.9/70.8 with 48/54 days (based on running average) exceeding standard (64) in 1994/1995 respectively.  Data also available in 1991 - 1993 i,22650.14926,Crooked River
15335,12710,Marks Creek,Marks Creek,NA,NA,1.21E+12,1.21E+12,0,NA,966,17070305,Lower Crooked,Deschutes,0 to 17.1,0,17.1,17.1,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [NF - Ochoco] LASAR 31128 River Mile 8.3: From 6/24/2002 to 9/28/2002, 56 days with 7-day-average maximum > 18 degrees Celsius.
[NF - Ochoco] LASAR 31129 River Mile 3.9: From 7/6/2002 to 9/28/2002, 36 days with 7-day-average maximum > 18",89222.06437,Crooked River
15336,12711,West Fork Mill Creek,West Fork Mill Creek,NA,NA,1.21E+12,1.21E+12,0,NA,968,17070305,Lower Crooked,Deschutes,0 to 4.9,0,4.9,4.9,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [NF - Ochoco] LASAR 31176 River Mile 1.7: From 6/11/2002 to 9/28/2002, 34 days with 7-day-average maximum > 18 degrees Celsius.
[NF - Ochoco] LASAR 31177 River Mile 3.2: From 6/9/2002 to 9/28/2002, 39 days with 7-day-average maximum > 18",25552.79896,Crooked River
77,200,Crooked River,Crooked River,NA,NA,1.21E+12,1.21E+12,0,NA,1139,17070305,Lower Crooked,Deschutes,0 to 51,0,51,51,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,Previous Data:  BLM Data (Site at Smith Rocks): 7 day average of daily maximum of 71.1 with 86 days exceeding standard (64) in 1994; DEQ Data (Site 402187; RM 29.9): 63% (15 of 24) exceeded standard with a maximum value of 74.3 between WY 86-95.,267408.0911,Crooked River
271,173,Horse Heaven Creek,Horse Heaven Creek,NA,NA,1.20E+12,1.20E+12,0,NA,960,17070304,Upper Crooked,Deschutes,0 to 14,0,14,14,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (3 Sites: Data shown for site at National Forest boundary):  7 day average of daily maximum of 78.7 with 80 days (based on running average) exceeding standard (64) in 1995.  Data also available for 1991 - 1993 (USFS, 1991 - 1993",73233.92473,Crooked River
68,191,Little Summit Creek,Little Summit Creek,NA,NA,1.20E+12,1.20E+12,0,NA,830,17070304,Upper Crooked,Deschutes,0 to 10,0,10,10,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (3 Sites: Data shown for 1995 at sites above and below L. Summit Prairie):  50 and 54 days exceeded temperature standard (64) with maximum values 68 and 67 recorded in 1995  respectively (see USFS, 1991, 1993, 1994 for additiona",51828.76855,Crooked River
63,186,Porter Creek,Porter Creek,NA,NA,1.20E+12,1.20E+12,0,NA,848,17070304,Upper Crooked,Deschutes,0 to 4.5,0,4.5,4.5,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (3 Sites: Data shown for Site at Rd 42 Crossing):  7 day average of daily maximum of 77.9 with 65 days (based on running average) exceeding standard (64) in 1994.  Data also available for1991 and 1993 (USFS, 1991and 1993).",23200.17023,Crooked River
267,169,Gray Creek,Gray Creek,NA,NA,1.20E+12,1.20E+12,0,NA,886,17070304,Upper Crooked,Deschutes,0 to 6.7,0,6.7,6.7,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (3 Sites: Data shown for confluence with North Fork):  7 day average of daily maximums of 79.9/77.1 with 93/84 days (based on running average) exceeding standard (64) in 1994/1995.  Data also available for 1992 and 1993 (USFS, 1",35231.64287,Crooked River
272,174,Howard Creek,Howard Creek,NA,NA,1.20E+12,1.20E+12,0,NA,875,17070304,Upper Crooked,Deschutes,0 to 9.5,0,9.5,9.5,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (Site at National Forest Boundary):  7 day average of daily maximums of 69.3/69.6 with 44/31 days (based on running average) exceeding standard (64) in 1994/1995 respectively.  Data also available for 1991 and 1992 (USFS, 1991,",48897.66242,Crooked River
263,165,Double Corral Creek,Double Corral Creek,NA,NA,1.20E+12,1.20E+12,0,NA,820,17070304,Upper Crooked,Deschutes,0 to 5.4,0,5.4,5.4,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (3 Sites: Data shown for Jackson Creek confluence; RM 0.01): 33/nd/40 days exceeded previous standard (58) with maximum values of 77/75/81 in 1991/1993/1994 respectively (USFS, 1991, 1993, 1994).",27751.72257,Crooked River
28072,24465,Crooked River,Crooked River,NA,NA,1.21E+12,1.21E+12,0,NA,1139,17070305,Lower Crooked,Deschutes,0 to 51,0,51,51,E. Coli,2,Summer,1,2010,1/29/2013,No action,21,1,Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,NA,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Four exceedences of the 406 maximum criteria out of 26 days of sampling at LASAR station 10517, Crooked River at Lone Pine Road (Terrebonne), between 7/25/02 and 9/20/10.",267408.0911,Crooked River
270,172,Little Horse Heaven Creek,Little Horse Heaven Creek,NA,NA,1.20E+12,1.20E+12,0,NA,909,17070304,Upper Crooked,Deschutes,0 to 2.9,0,2.9,2.9,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (Site at RM 1.8):  7 day average of daily maximum of 73.3 with 43 days (based on running average) exceeding standard (64) in 1995.  Data also available for 1992 and 1993 (USFS 1992, 1993).",14950.81837,Crooked River
91,214,Ochoco Creek,Ochoco Creek,NA,NA,1.21E+12,1.21E+12,0,NA,1026,17070305,Lower Crooked,Deschutes,0 to 22.4,0,22.4,22.4,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,Previous Data:  USFS Data (Site below McAllister Creek): 7 day average of daily maximums of 68.5/66.5 with 38/24 days (based on running average) exceeding standard (64) in 1994/1995 respectively.,116416.6412,Crooked River
256,158,Crazy Creek,Crazy Creek,NA,NA,1.20E+12,1.20E+12,0,NA,838,17070304,Upper Crooked,Deschutes,0 to 3.5,0,3.5,3.5,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (Site at RM 0.01):  24, nd (for days in 93), and 47 days exceeded previous standard (58) with maximum values of 65, 70, and 68 recorded in 1991, 1993, and 1994 respectively (USFS, 1991, 1993, 1994).",18262.62537,Crooked River
246,148,Allen Creek,Allen Creek,NA,NA,1.20E+12,1.20E+12,0,NA,869,17070304,Upper Crooked,Deschutes,0 to 10.1,0,10.1,10.1,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,Previous Data:  USFS Data (2 Sites: Data shown for site at National Forest boundary): 7 day average of daily maximums of 68.2/65.1 with 36/13 days (based on running average) exceeding standard (64) in 1994/1995 respectively.,52889.67775,Crooked River
